Name,AccountNumber,FirstName,LastName,Email address,LoyaltyMember,LoyaltyPoints
Freda Lindgren,880592535,Freda,Lindgren,Freda.Lindgren@itza.com,,
Lionel Alcaraz,617562038,Lionel,Alcaraz,Lionel.Alcaraz@itza.com,Y,6
Bernie Mix,102623872,Bernie,Mix,Bernie.Mix@itza.com,,
Liana Nodal,682501912,Liana,Nodal,Liana.Nodal@itza.com,,
Renay Vides,827630594,Renay,Vides,Renay.Vides@itza.com,,
Lavina Thrailkill,946972205,Lavina,Thrailkill,Lavina.Thrailkill@itza.com,,
Shaina Popa,652611152,Shaina,Popa,Shaina.Popa@itza.com,,
Lucius Bhatt,566928331,Lucius,Bhatt,Lucius.Bhatt@itza.com,,
Annalisa Boone,773394932,Annalisa,Boone,Annalisa.Boone@itza.com,Y,2
Shannan Magyar,542699674,Shannan,Magyar,Shannan.Magyar@itza.com,,
Emory Allinder,805528207,Emory,Allinder,Emory.Allinder@itza.com,,
Shane Baade,542162875,Shane,Baade,Shane.Baade@itza.com,Y,7
Kiara Brodeur,781452565,Kiara,Brodeur,Kiara.Brodeur@itza.com,,
Vivan Eccles,251834750,Vivan,Eccles,Vivan.Eccles@itza.com,,
Ruthann Chesser,725344173,Ruthann,Chesser,Ruthann.Chesser@itza.com,,
Eusebia Nagler,904939368,Eusebia,Nagler,Eusebia.Nagler@itza.com,Y,10
Elane Duke,219573056,Elane,Duke,Elane.Duke@itza.com,,
Marco Opperman,145641390,Marco,Opperman,Marco.Opperman@itza.com,,
Suzi Boulden,602809129,Suzi,Boulden,Suzi.Boulden@itza.com,,
Jenifer Pillsbury,628278932,Jenifer,Pillsbury,Jenifer.Pillsbury@itza.com,,
Blondell Carothers,121996097,Blondell,Carothers,Blondell.Carothers@itza.com,,
Glady Efird,630692954,Glady,Efird,Glady.Efird@itza.com,Y,10
Elenore Schewe,830383013,Elenore,Schewe,Elenore.Schewe@itza.com,,
Charlie Hilgendorf,795127007,Charlie,Hilgendorf,Charlie.Hilgendorf@itza.com,Y,10
Candance Segal,165722080,Candance,Segal,Candance.Segal@itza.com,Y,9
Shanell Shenkel,818990100,Shanell,Shenkel,Shanell.Shenkel@itza.com,,
Priscila Beckford,297267352,Priscila,Beckford,Priscila.Beckford@itza.com,,
Henriette Grieb,189466995,Henriette,Grieb,Henriette.Grieb@itza.com,,
Toney Worman,468908749,Toney,Worman,Toney.Worman@itza.com,,
Zonia Pinkston,588142649,Zonia,Pinkston,Zonia.Pinkston@itza.com,,
Maricruz Oberholtzer,224354836,Maricruz,Oberholtzer,Maricruz.Oberholtzer@itza.com,,
Star Hurtt,111827294,Star,Hurtt,Star.Hurtt@itza.com,,
Yuonne Rugg,120642981,Yuonne,Rugg,Yuonne.Rugg@itza.com,,
Erik Wilds,780187141,Erik,Wilds,Erik.Wilds@itza.com,,
Ahmed Boissonneault,422741176,Ahmed,Boissonneault,Ahmed.Boissonneault@itza.com,,
Tawanda Standridge,421435606,Tawanda,Standridge,Tawanda.Standridge@itza.com,,
Alita Portales,669865542,Alita,Portales,Alita.Portales@itza.com,Y,4
Elroy Beecroft,643122680,Elroy,Beecroft,Elroy.Beecroft@itza.com,,
Mckinley Lobel,296285821,Mckinley,Lobel,Mckinley.Lobel@itza.com,Y,1
Leisha Penfield,692327006,Leisha,Penfield,Leisha.Penfield@itza.com,,
Charles Brazan,632596624,Charles,Brazan,Charles.Brazan@itza.com,,
Jerrica Atlas,893837935,Jerrica,Atlas,Jerrica.Atlas@itza.com,,
Liza Delsignore,747204136,Liza,Delsignore,Liza.Delsignore@itza.com,,
Jenae Zeller,607644932,Jenae,Zeller,Jenae.Zeller@itza.com,Y,2
Nilda Lynn,740648350,Nilda,Lynn,Nilda.Lynn@itza.com,,
Rocio Orchard,480340912,Rocio,Orchard,Rocio.Orchard@itza.com,,
Marietta Prenatt,325100855,Marietta,Prenatt,Marietta.Prenatt@itza.com,,
Mamie Rodrique,821932058,Mamie,Rodrique,Mamie.Rodrique@itza.com,,
Anderson Murch,615898742,Anderson,Murch,Anderson.Murch@itza.com,Y,2
Ines Ballin,199107529,Ines,Ballin,Ines.Ballin@itza.com,,
Sherwood Talkington,328274993,Sherwood,Talkington,Sherwood.Talkington@itza.com,,
Joeann Alspaugh,693236234,Joeann,Alspaugh,Joeann.Alspaugh@itza.com,,
Elias Romans,512095769,Elias,Romans,Elias.Romans@itza.com,,
Xochitl Lin,531848849,Xochitl,Lin,Xochitl.Lin@itza.com,,
Wenona Peavy,357037794,Wenona,Peavy,Wenona.Peavy@itza.com,Y,3
Leia Duclos,849216061,Leia,Duclos,Leia.Duclos@itza.com,Y,0
Orville Millener,647488477,Orville,Millener,Orville.Millener@itza.com,,
Wilbur Patnaude,687454806,Wilbur,Patnaude,Wilbur.Patnaude@itza.com,,
Denita Pastorius,858594735,Denita,Pastorius,Denita.Pastorius@itza.com,,
Dorie Koger,734634656,Dorie,Koger,Dorie.Koger@itza.com,,
Elvia Hupp,349723514,Elvia,Hupp,Elvia.Hupp@itza.com,,
Daisey Hodo,383566119,Daisey,Hodo,Daisey.Hodo@itza.com,,
Cole Larry,579116878,Cole,Larry,Cole.Larry@itza.com,,
Kasie Barkett,414776003,Kasie,Barkett,Kasie.Barkett@itza.com,,
Stefani Conaway,529760686,Stefani,Conaway,Stefani.Conaway@itza.com,,
Brianna Crete,131873384,Brianna,Crete,Brianna.Crete@itza.com,,
Carrie Rowlette,775182873,Carrie,Rowlette,Carrie.Rowlette@itza.com,Y,10
Malcom Grajeda,179539516,Malcom,Grajeda,Malcom.Grajeda@itza.com,,
Raleigh Magar,743126309,Raleigh,Magar,Raleigh.Magar@itza.com,,
Harris Bracken,502186453,Harris,Bracken,Harris.Bracken@itza.com,Y,7
Na Nuckolls,687085004,Na,Nuckolls,Na.Nuckolls@itza.com,,
Fred Gearing,606111890,Fred,Gearing,Fred.Gearing@itza.com,,
Caryn Woody,888803382,Caryn,Woody,Caryn.Woody@itza.com,,
Chery Mccaster,210738599,Chery,Mccaster,Chery.Mccaster@itza.com,Y,9
Albertine Sardina,393866758,Albertine,Sardina,Albertine.Sardina@itza.com,,
Rochell Sternberg,251683263,Rochell,Sternberg,Rochell.Sternberg@itza.com,Y,8
Jana Waldorf,858555494,Jana,Waldorf,Jana.Waldorf@itza.com,,
Tegan Leth,196934198,Tegan,Leth,Tegan.Leth@itza.com,Y,2
Bell Cordeiro,861053761,Bell,Cordeiro,Bell.Cordeiro@itza.com,,
Juana Koepke,704015606,Juana,Koepke,Juana.Koepke@itza.com,,
Lynwood Andujar,884102155,Lynwood,Andujar,Lynwood.Andujar@itza.com,,
Julieta Wightman,869184614,Julieta,Wightman,Julieta.Wightman@itza.com,,
Graig Hosack,520674684,Graig,Hosack,Graig.Hosack@itza.com,,
Kenneth Bonebrake,145312054,Kenneth,Bonebrake,Kenneth.Bonebrake@itza.com,,
Arthur Riddles,779363273,Arthur,Riddles,Arthur.Riddles@itza.com,Y,9
Venessa Yale,971718735,Venessa,Yale,Venessa.Yale@itza.com,,
Mee Garside,781845267,Mee,Garside,Mee.Garside@itza.com,,
Fernanda Valenza,927245062,Fernanda,Valenza,Fernanda.Valenza@itza.com,,
Willie Kraemer,337934312,Willie,Kraemer,Willie.Kraemer@itza.com,,
Mohamed Pelchat,410656443,Mohamed,Pelchat,Mohamed.Pelchat@itza.com,,
Chester Miele,234243102,Chester,Miele,Chester.Miele@itza.com,Y,2
John Scheu,775115462,John,Scheu,John.Scheu@itza.com,,
Ben Vierra,851006327,Ben,Vierra,Ben.Vierra@itza.com,,
Eufemia Cruickshank,646791219,Eufemia,Cruickshank,Eufemia.Cruickshank@itza.com,,
Majorie Restivo,914953897,Majorie,Restivo,Majorie.Restivo@itza.com,Y,7
Val Drayer,371830768,Val,Drayer,Val.Drayer@itza.com,,
Nadia Lisenby,953263217,Nadia,Lisenby,Nadia.Lisenby@itza.com,,
Herma Reaves,896552913,Herma,Reaves,Herma.Reaves@itza.com,Y,4
Max Cady,901763630,Max,Cady,Max.Cady@itza.com,,
Gerardo Willis,606144234,Gerardo,Willis,Gerardo.Willis@itza.com,,
Wynona Stainback,583238460,Wynona,Stainback,Wynona.Stainback@itza.com,,
Carina Sherrod,957635013,Carina,Sherrod,Carina.Sherrod@itza.com,,
Vonda Pitt,566108110,Vonda,Pitt,Vonda.Pitt@itza.com,,
Mandi Vanvliet,429150638,Mandi,Vanvliet,Mandi.Vanvliet@itza.com,,
Hyun Schram,999978860,Hyun,Schram,Hyun.Schram@itza.com,,
Domenica Hanning,792812905,Domenica,Hanning,Domenica.Hanning@itza.com,,
Fae Blocker,156065096,Fae,Blocker,Fae.Blocker@itza.com,Y,2
Giovanna Kilkenny,948857194,Giovanna,Kilkenny,Giovanna.Kilkenny@itza.com,Y,4
Florence Valenzula,736943569,Florence,Valenzula,Florence.Valenzula@itza.com,,
Moises Willhite,652858108,Moises,Willhite,Moises.Willhite@itza.com,,
Margy Keel,577179287,Margy,Keel,Margy.Keel@itza.com,,
Tama Adler,361310497,Tama,Adler,Tama.Adler@itza.com,,
Lesha Etherton,320077774,Lesha,Etherton,Lesha.Etherton@itza.com,,
Loree Hazlitt,392623779,Loree,Hazlitt,Loree.Hazlitt@itza.com,,
Tarsha Serafino,740588463,Tarsha,Serafino,Tarsha.Serafino@itza.com,,
Darnell Baines,841766647,Darnell,Baines,Darnell.Baines@itza.com,Y,0
Rosia Gorney,345003851,Rosia,Gorney,Rosia.Gorney@itza.com,Y,1
Arturo Pineiro,127468274,Arturo,Pineiro,Arturo.Pineiro@itza.com,Y,7
Melia Okafor,384822437,Melia,Okafor,Melia.Okafor@itza.com,,
Trudi Hargis,706204542,Trudi,Hargis,Trudi.Hargis@itza.com,,
Alayna Fontenot,140697149,Alayna,Fontenot,Alayna.Fontenot@itza.com,,
Zachery Cosme,567947830,Zachery,Cosme,Zachery.Cosme@itza.com,,
Terry Traub,319742744,Terry,Traub,Terry.Traub@itza.com,,
Tajuana Asberry,236223963,Tajuana,Asberry,Tajuana.Asberry@itza.com,Y,6
Sharice Forck,221841447,Sharice,Forck,Sharice.Forck@itza.com,Y,7
Fritz Goodrow,562732995,Fritz,Goodrow,Fritz.Goodrow@itza.com,,
Tanner Ha,496486498,Tanner,Ha,Tanner.Ha@itza.com,Y,5
Lorette Henze,156547702,Lorette,Henze,Lorette.Henze@itza.com,Y,7
Temika Hiney,243078397,Temika,Hiney,Temika.Hiney@itza.com,,
Yoshiko Haff,231520299,Yoshiko,Haff,Yoshiko.Haff@itza.com,,
Shalonda Brar,779310294,Shalonda,Brar,Shalonda.Brar@itza.com,,
Moriah Mclane,225373620,Moriah,Mclane,Moriah.Mclane@itza.com,,
Meagan Kubala,896342673,Meagan,Kubala,Meagan.Kubala@itza.com,Y,3
Dallas Haycock,647420107,Dallas,Haycock,Dallas.Haycock@itza.com,,
Nova Mcconville,478085156,Nova,Mcconville,Nova.Mcconville@itza.com,,
Grace Hunger,123021590,Grace,Hunger,Grace.Hunger@itza.com,Y,2
Delana Postel,368960220,Delana,Postel,Delana.Postel@itza.com,,
Reba Commons,824102342,Reba,Commons,Reba.Commons@itza.com,,
Valeria Towry,964450095,Valeria,Towry,Valeria.Towry@itza.com,,
Wesley Pyne,458267907,Wesley,Pyne,Wesley.Pyne@itza.com,,
Debi Britt,892865241,Debi,Britt,Debi.Britt@itza.com,,
Melonie Mccreight,403709361,Melonie,Mccreight,Melonie.Mccreight@itza.com,,
Keri Geil,630549123,Keri,Geil,Keri.Geil@itza.com,,
Buffy Illingworth,420440589,Buffy,Illingworth,Buffy.Illingworth@itza.com,Y,8
Holly Flicker,380345830,Holly,Flicker,Holly.Flicker@itza.com,,
Senaida Thiede,591059663,Senaida,Thiede,Senaida.Thiede@itza.com,Y,9
Herb Loan,794083796,Herb,Loan,Herb.Loan@itza.com,,
Eula Wieczorek,743915143,Eula,Wieczorek,Eula.Wieczorek@itza.com,,
Florencia Bevill,266834181,Florencia,Bevill,Florencia.Bevill@itza.com,,
Daniella Mccammon,953311864,Daniella,Mccammon,Daniella.Mccammon@itza.com,,
Emile Parman,791676184,Emile,Parman,Emile.Parman@itza.com,Y,2
Verda Cromartie,877034934,Verda,Cromartie,Verda.Cromartie@itza.com,Y,1
Hyacinth Smithey,969529054,Hyacinth,Smithey,Hyacinth.Smithey@itza.com,,
Chrissy Marden,140123743,Chrissy,Marden,Chrissy.Marden@itza.com,,
Jenee Merkle,267218009,Jenee,Merkle,Jenee.Merkle@itza.com,Y,8
Mellisa Faulkenberry,680933625,Mellisa,Faulkenberry,Mellisa.Faulkenberry@itza.com,,
Mayra Beagle,800133401,Mayra,Beagle,Mayra.Beagle@itza.com,,
Zona Penick,882107058,Zona,Penick,Zona.Penick@itza.com,,
Vernita Doubleday,606903085,Vernita,Doubleday,Vernita.Doubleday@itza.com,,
Minta Bellino,849830942,Minta,Bellino,Minta.Bellino@itza.com,,
Sam Sass,319600670,Sam,Sass,Sam.Sass@itza.com,,
Cheryle Lauffer,927037812,Cheryle,Lauffer,Cheryle.Lauffer@itza.com,Y,1
Marvin Gillespi,562364963,Marvin,Gillespi,Marvin.Gillespi@itza.com,,
Dorinda Colombo,400121733,Dorinda,Colombo,Dorinda.Colombo@itza.com,,
Tarah Myler,701033901,Tarah,Myler,Tarah.Myler@itza.com,,
Alma Easton,298348459,Alma,Easton,Alma.Easton@itza.com,,
Fabian Bradly,728937383,Fabian,Bradly,Fabian.Bradly@itza.com,,
Efrain Salmon,925294374,Efrain,Salmon,Efrain.Salmon@itza.com,,
Benny Ree,434571947,Benny,Ree,Benny.Ree@itza.com,,
Nell Saari,282930013,Nell,Saari,Nell.Saari@itza.com,,
Carol Bollman,839346583,Carol,Bollman,Carol.Bollman@itza.com,,
Lanelle Wicklund,419657261,Lanelle,Wicklund,Lanelle.Wicklund@itza.com,,
Cindie Purdue,881615872,Cindie,Purdue,Cindie.Purdue@itza.com,Y,2
Meta Amaro,571072017,Meta,Amaro,Meta.Amaro@itza.com,,
Sidney Casey,524092268,Sidney,Casey,Sidney.Casey@itza.com,,
Doloris Voliva,286292581,Doloris,Voliva,Doloris.Voliva@itza.com,,
Nelson Heidrick,464576343,Nelson,Heidrick,Nelson.Heidrick@itza.com,,
Elda Piscitelli,935833210,Elda,Piscitelli,Elda.Piscitelli@itza.com,,
Eartha Rudie,852038235,Eartha,Rudie,Eartha.Rudie@itza.com,,
Soon Montoro,992843970,Soon,Montoro,Soon.Montoro@itza.com,,
Pamila Martin,142122474,Pamila,Martin,Pamila.Martin@itza.com,,
Edith Buczek,787756498,Edith,Buczek,Edith.Buczek@itza.com,,
Mimi Koval,668437360,Mimi,Koval,Mimi.Koval@itza.com,,
Jeannine Luther,946822359,Jeannine,Luther,Jeannine.Luther@itza.com,Y,6
Amber Bossert,369474311,Amber,Bossert,Amber.Bossert@itza.com,,
Yuki Freudenburg,238830907,Yuki,Freudenburg,Yuki.Freudenburg@itza.com,Y,2
Larae Hougen,615740525,Larae,Hougen,Larae.Hougen@itza.com,Y,8
Russel Molyneux,652144797,Russel,Molyneux,Russel.Molyneux@itza.com,,
Pearly Lesane,111847693,Pearly,Lesane,Pearly.Lesane@itza.com,,
Krysta Geiser,932330801,Krysta,Geiser,Krysta.Geiser@itza.com,,
Toni Schrage,156375490,Toni,Schrage,Toni.Schrage@itza.com,Y,3
Floyd Peterka,361630700,Floyd,Peterka,Floyd.Peterka@itza.com,,
Buford Sauve,303654430,Buford,Sauve,Buford.Sauve@itza.com,Y,0
Valeri Buis,897288997,Valeri,Buis,Valeri.Buis@itza.com,,
Robin Frerichs,863808958,Robin,Frerichs,Robin.Frerichs@itza.com,,
Mariana Seyfried,975986732,Mariana,Seyfried,Mariana.Seyfried@itza.com,,
Aide Grenier,264712224,Aide,Grenier,Aide.Grenier@itza.com,,
Madalyn Willingham,326834591,Madalyn,Willingham,Madalyn.Willingham@itza.com,,
Jason Laursen,453024710,Jason,Laursen,Jason.Laursen@itza.com,,
Galen Pines,868951161,Galen,Pines,Galen.Pines@itza.com,Y,7
Giuseppe Dew,424684487,Giuseppe,Dew,Giuseppe.Dew@itza.com,,
Alexandria Halpern,752183878,Alexandria,Halpern,Alexandria.Halpern@itza.com,Y,8
Alissa Demma,938916311,Alissa,Demma,Alissa.Demma@itza.com,,
Sherman Mcdonald,149924082,Sherman,Mcdonald,Sherman.Mcdonald@itza.com,,
Keturah Shows,817258034,Keturah,Shows,Keturah.Shows@itza.com,,
Tommie Cloud,840028563,Tommie,Cloud,Tommie.Cloud@itza.com,Y,4
Malisa Bellman,963448160,Malisa,Bellman,Malisa.Bellman@itza.com,,
Ariel Belote,423132780,Ariel,Belote,Ariel.Belote@itza.com,Y,5
Penelope Rosenberger,796308975,Penelope,Rosenberger,Penelope.Rosenberger@itza.com,Y,7
Sachiko Vorpahl,535939677,Sachiko,Vorpahl,Sachiko.Vorpahl@itza.com,,
Tomas Brownlow,842065367,Tomas,Brownlow,Tomas.Brownlow@itza.com,,
Monika Mangini,768511918,Monika,Mangini,Monika.Mangini@itza.com,,
Seema Olney,733443590,Seema,Olney,Seema.Olney@itza.com,,
Reynaldo Hunter,433772829,Reynaldo,Hunter,Reynaldo.Hunter@itza.com,Y,6
Sandie Gullion,150544168,Sandie,Gullion,Sandie.Gullion@itza.com,,
Wilmer Cantrelle,189509890,Wilmer,Cantrelle,Wilmer.Cantrelle@itza.com,,
Lauran Micheals,851124575,Lauran,Micheals,Lauran.Micheals@itza.com,,
Sibyl Teasdale,735356957,Sibyl,Teasdale,Sibyl.Teasdale@itza.com,,
Diamond Heldt,964422268,Diamond,Heldt,Diamond.Heldt@itza.com,,
Scottie Mcelvain,353775235,Scottie,Mcelvain,Scottie.Mcelvain@itza.com,,
Jocelyn Jobin,682296999,Jocelyn,Jobin,Jocelyn.Jobin@itza.com,,
Glendora Damato,854220395,Glendora,Damato,Glendora.Damato@itza.com,Y,7
Frederic Giroir,178182282,Frederic,Giroir,Frederic.Giroir@itza.com,,
Brock Manges,987892084,Brock,Manges,Brock.Manges@itza.com,,
Esther Goodin,556881104,Esther,Goodin,Esther.Goodin@itza.com,,
Raisa Goatley,651916079,Raisa,Goatley,Raisa.Goatley@itza.com,,
Harriette Greggs,883384045,Harriette,Greggs,Harriette.Greggs@itza.com,,
Lyndsey Charette,212731441,Lyndsey,Charette,Lyndsey.Charette@itza.com,,
Rudolf Foronda,723961165,Rudolf,Foronda,Rudolf.Foronda@itza.com,Y,8
Darius Quan,269881534,Darius,Quan,Darius.Quan@itza.com,,
Serafina Rosenbaum,434898255,Serafina,Rosenbaum,Serafina.Rosenbaum@itza.com,,
Van Spillman,830957540,Van,Spillman,Van.Spillman@itza.com,,
Tosha Arbeiter,773824457,Tosha,Arbeiter,Tosha.Arbeiter@itza.com,,
Michaele Mcneece,518602085,Michaele,Mcneece,Michaele.Mcneece@itza.com,,
Louanne Mcgaughey,658598681,Louanne,Mcgaughey,Louanne.Mcgaughey@itza.com,Y,8
Roselee Dejonge,948970456,Roselee,Dejonge,Roselee.Dejonge@itza.com,,
Britany Jalbert,503705899,Britany,Jalbert,Britany.Jalbert@itza.com,,
Elayne Donley,812430657,Elayne,Donley,Elayne.Donley@itza.com,,
Jenette Luman,600886866,Jenette,Luman,Jenette.Luman@itza.com,,
Diann Platero,772495534,Diann,Platero,Diann.Platero@itza.com,,
Sunni Maxton,130772657,Sunni,Maxton,Sunni.Maxton@itza.com,,
Mittie Buffum,493427250,Mittie,Buffum,Mittie.Buffum@itza.com,,
Faye Reys,464787092,Faye,Reys,Faye.Reys@itza.com,,
Jamika Colpitts,179834655,Jamika,Colpitts,Jamika.Colpitts@itza.com,,
Alethea Michna,445650673,Alethea,Michna,Alethea.Michna@itza.com,,
Bernita Hudkins,191497816,Bernita,Hudkins,Bernita.Hudkins@itza.com,Y,1
Wen Kelling,193234064,Wen,Kelling,Wen.Kelling@itza.com,Y,3
Leisa Hermansen,458890915,Leisa,Hermansen,Leisa.Hermansen@itza.com,Y,0
Trang Ebeling,543514702,Trang,Ebeling,Trang.Ebeling@itza.com,,
Lourie Palomares,594258716,Lourie,Palomares,Lourie.Palomares@itza.com,,
Ralph Wasinger,933742944,Ralph,Wasinger,Ralph.Wasinger@itza.com,,
Rosalba Rozar,936432335,Rosalba,Rozar,Rosalba.Rozar@itza.com,,
Maxwell Pricer,880078475,Maxwell,Pricer,Maxwell.Pricer@itza.com,Y,4
Jenni Sarles,578176044,Jenni,Sarles,Jenni.Sarles@itza.com,,
Carlita Goranson,909297063,Carlita,Goranson,Carlita.Goranson@itza.com,,
Randa Sickels,144138725,Randa,Sickels,Randa.Sickels@itza.com,Y,5
Hailey Feldstein,694887475,Hailey,Feldstein,Hailey.Feldstein@itza.com,,
Darcey Ekstrom,249557690,Darcey,Ekstrom,Darcey.Ekstrom@itza.com,,
Rana Guzzi,763189196,Rana,Guzzi,Rana.Guzzi@itza.com,,
Gaylene Rancourt,880280095,Gaylene,Rancourt,Gaylene.Rancourt@itza.com,Y,8
Millie Dilley,333047330,Millie,Dilley,Millie.Dilley@itza.com,,
Dean Lovering,620893545,Dean,Lovering,Dean.Lovering@itza.com,,
Keshia Massengill,344699772,Keshia,Massengill,Keshia.Massengill@itza.com,,
Joella Mento,204345063,Joella,Mento,Joella.Mento@itza.com,,
Dulce Griego,214991592,Dulce,Griego,Dulce.Griego@itza.com,Y,4
Rebeca Liriano,485802835,Rebeca,Liriano,Rebeca.Liriano@itza.com,,
Jeanine Diehl,294336688,Jeanine,Diehl,Jeanine.Diehl@itza.com,,
Jacinto Bleakley,578754508,Jacinto,Bleakley,Jacinto.Bleakley@itza.com,,
Gabriel Prete,170967237,Gabriel,Prete,Gabriel.Prete@itza.com,Y,2
Della Slane,164961295,Della,Slane,Della.Slane@itza.com,,
Shanelle Nailor,548417944,Shanelle,Nailor,Shanelle.Nailor@itza.com,,
Adolfo Eanes,984840420,Adolfo,Eanes,Adolfo.Eanes@itza.com,,
Mia Eisenmenger,305529308,Mia,Eisenmenger,Mia.Eisenmenger@itza.com,,
Sang Natividad,156114719,Sang,Natividad,Sang.Natividad@itza.com,Y,7
Giovanni Maddocks,995572007,Giovanni,Maddocks,Giovanni.Maddocks@itza.com,,
Josue Mrozek,159517747,Josue,Mrozek,Josue.Mrozek@itza.com,Y,7
Kelvin Moraga,612792756,Kelvin,Moraga,Kelvin.Moraga@itza.com,,
Myrl Tietjen,136824627,Myrl,Tietjen,Myrl.Tietjen@itza.com,,
Klara Meaux,235845647,Klara,Meaux,Klara.Meaux@itza.com,,
Marget Doles,973389512,Marget,Doles,Marget.Doles@itza.com,,
Joanna Deshong,451654739,Joanna,Deshong,Joanna.Deshong@itza.com,,
Melani Thibeau,257184088,Melani,Thibeau,Melani.Thibeau@itza.com,,
Enriqueta Dalby,193631759,Enriqueta,Dalby,Enriqueta.Dalby@itza.com,Y,4
Zora Loftis,841405645,Zora,Loftis,Zora.Loftis@itza.com,Y,5
Shanti Osman,208660620,Shanti,Osman,Shanti.Osman@itza.com,,
Florinda Humphrey,535752114,Florinda,Humphrey,Florinda.Humphrey@itza.com,,
Narcisa Freeberg,440702097,Narcisa,Freeberg,Narcisa.Freeberg@itza.com,,
Mignon Mcelwee,962523400,Mignon,Mcelwee,Mignon.Mcelwee@itza.com,,
Tashia Hoefer,524524252,Tashia,Hoefer,Tashia.Hoefer@itza.com,,
Nicolas Mcmanis,895049003,Nicolas,Mcmanis,Nicolas.Mcmanis@itza.com,,
Shu Askey,330306250,Shu,Askey,Shu.Askey@itza.com,,
Carissa Hanberry,255615663,Carissa,Hanberry,Carissa.Hanberry@itza.com,,
Jennette Ramsden,470009345,Jennette,Ramsden,Jennette.Ramsden@itza.com,,
Rochel Patterson,400902632,Rochel,Patterson,Rochel.Patterson@itza.com,,
Ji Newkirk,417438570,Ji,Newkirk,Ji.Newkirk@itza.com,,
Carrie Herb,677998406,Carrie,Herb,Carrie.Herb@itza.com,,
Ayesha Pizer,974577321,Ayesha,Pizer,Ayesha.Pizer@itza.com,,
Maxwell Toto,488074080,Maxwell,Toto,Maxwell.Toto@itza.com,Y,3
Analisa Canipe,301790863,Analisa,Canipe,Analisa.Canipe@itza.com,,
Matilda Petrarca,525460185,Matilda,Petrarca,Matilda.Petrarca@itza.com,,
Lindsay Stockton,113887079,Lindsay,Stockton,Lindsay.Stockton@itza.com,Y,0
Alverta Riegel,512448798,Alverta,Riegel,Alverta.Riegel@itza.com,,
Kelsi Closson,856637713,Kelsi,Closson,Kelsi.Closson@itza.com,,
Ranae Williford,786022656,Ranae,Williford,Ranae.Williford@itza.com,,
Tanisha Bluford,609057221,Tanisha,Bluford,Tanisha.Bluford@itza.com,,
Jeannie Snively,659452546,Jeannie,Snively,Jeannie.Snively@itza.com,,
Novella Ratliff,185223721,Novella,Ratliff,Novella.Ratliff@itza.com,Y,6
Dalila Arambula,600166060,Dalila,Arambula,Dalila.Arambula@itza.com,,
Wendie Torrence,983397683,Wendie,Torrence,Wendie.Torrence@itza.com,,
Jacquelyne Jeter,353878544,Jacquelyne,Jeter,Jacquelyne.Jeter@itza.com,,
Aracely Sieren,131892944,Aracely,Sieren,Aracely.Sieren@itza.com,,
Tanika Mascorro,673489027,Tanika,Mascorro,Tanika.Mascorro@itza.com,,
Alysa Maker,166710196,Alysa,Maker,Alysa.Maker@itza.com,Y,5
Jacquelyn Wada,208984068,Jacquelyn,Wada,Jacquelyn.Wada@itza.com,,
Penelope Mills,788577922,Penelope,Mills,Penelope.Mills@itza.com,,
Enedina Wait,555355616,Enedina,Wait,Enedina.Wait@itza.com,,
Micheal Abernathy,621688662,Micheal,Abernathy,Micheal.Abernathy@itza.com,,
Raquel Leinen,668552609,Raquel,Leinen,Raquel.Leinen@itza.com,,
Alvaro Whitman,652043710,Alvaro,Whitman,Alvaro.Whitman@itza.com,,
Iris Mill,614470037,Iris,Mill,Iris.Mill@itza.com,,
Muriel Alred,501676296,Muriel,Alred,Muriel.Alred@itza.com,,
Olevia Michael,330399413,Olevia,Michael,Olevia.Michael@itza.com,,
Wilson Rydberg,416064069,Wilson,Rydberg,Wilson.Rydberg@itza.com,,
Nia Edmiston,446881369,Nia,Edmiston,Nia.Edmiston@itza.com,Y,10
Georgie Hsu,962159994,Georgie,Hsu,Georgie.Hsu@itza.com,Y,8
Shawnta Posey,755194079,Shawnta,Posey,Shawnta.Posey@itza.com,,
Jerrica Deaner,835896093,Jerrica,Deaner,Jerrica.Deaner@itza.com,Y,6
Shaquana Valentino,167499817,Shaquana,Valentino,Shaquana.Valentino@itza.com,,
Arvilla Yancy,948202905,Arvilla,Yancy,Arvilla.Yancy@itza.com,,
Moira Mattocks,279258065,Moira,Mattocks,Moira.Mattocks@itza.com,,
Corrine Winn,142792147,Corrine,Winn,Corrine.Winn@itza.com,,
Rosalinda Rossetti,517023801,Rosalinda,Rossetti,Rosalinda.Rossetti@itza.com,,
Vallie Tanner,171964193,Vallie,Tanner,Vallie.Tanner@itza.com,,
Estrella Cutler,138991122,Estrella,Cutler,Estrella.Cutler@itza.com,Y,1
Lisha Keebler,786305431,Lisha,Keebler,Lisha.Keebler@itza.com,Y,3
Luba Bojorquez,397159097,Luba,Bojorquez,Luba.Bojorquez@itza.com,,
Debrah Petro,407000987,Debrah,Petro,Debrah.Petro@itza.com,Y,1
Merissa Yarnall,771087035,Merissa,Yarnall,Merissa.Yarnall@itza.com,,
Cris Mull,210163737,Cris,Mull,Cris.Mull@itza.com,,
Kenton Litt,547737876,Kenton,Litt,Kenton.Litt@itza.com,,
Pamella Ashe,476065448,Pamella,Ashe,Pamella.Ashe@itza.com,,
Buck Brashier,682118298,Buck,Brashier,Buck.Brashier@itza.com,,
